"CustomerID";"HotelID"
622;596
22;597
13318;597
11;598
1336;598
11;599
1336;599
71;601
71;602
654;602
1372;602
69;603
69;604
23;606
13115;606
23;607
75;608
3882;608
4061;608
13331;608
75;609
72;610
600;610
72;611
2105;611
2142;611
3216;611
96;612
631;612
3040;612
3324;612
43;614
43;615
49;616
49;617
55;618
87;620
70;621
117;621
148;621
539;621
787;621
1593;621
13;622
13;623
4006;623
4299;623
36;624
653;624
1541;624
4601;624
36;625
50;626
50;627
1586;627
3546;627
91;628
91;629
86;630
86;631
168;631
3294;631
3721;631
68;632
68;633
88;634
85;635
85;636
649;636
3951;636
48;637
48;638
1850;638
3985;638
83;639
83;640
14;641
61;642
79;643
3435;643
4582;643
97;644
9;645
1596;645
70;648
117;648
81;649
119;649
87;650
77;651
92;652
539;652
40;653
39;654
69;655
13607;655
78;656
28;657
62;658
11;660
41;661
1590;661
3424;661
20;662
744;662
21;663
1587;663
11477;663
86;664
24;665
605;665
23;666
1693;666
25;667
26;668
1613;668
22;669
84;670
64;671
88;672
98;673
84;674
99;675
12179;675
14492;675
53;676
67;677
53;678
68;679
15;680
51;681
16;682
656;682
51;683
52;683
12;684
10;685
1531;685
11803;685
11836;685
3;686
47;686
657;686
42;687
43;688
47;689
49;690
98;691
44;692
1569;692
98;693
45;694
46;695
1589;695
1641;695
71;696
654;696
96;697
19;698
18;699
48;700
54;701
83;703
76;704
1595;704
63;705
72;706
600;706
3308;706
3596;706
73;707
4065;707
95;708
4377;708
8;709
66;710
50;711
3546;711
27;712
2092;712
30;713
29;714
75;715
55;716
100;717
80;718
17;719
65;720
2108;720
31;721
32;722
33;723
1536;723
3836;723
34;724
38;725
1314;725
36;726
653;726
1541;726
10359;726
52;727
57;728
59;729
58;730
56;731
60;731
12631;731
13339;731
35;732
37;733
91;734
12611;734
89;735
90;736
11896;736
51;737
85;738
74;739
3843;739
47;740
84;741
13;742
53;743
67;744
81;749
12611;749
12;754
11;755
4603;755
13;756
4612;757
18;758
19;759
4588;759
20;760
24;760
26;761
1613;761
22;762
25;764
28;765
32;766
38;767
1314;767
39;768
43;769
42;770
45;771
46;772
47;773
50;774
3458;774
51;775
54;776
4778;776
55;777
1525;777
58;778
59;779
61;780
62;781
64;782
65;783
66;784
67;785
68;786
4607;786
13107;787
71;788
73;789
75;790
1581;790
77;791
78;792
4587;792
3832;793
81;794
82;795
83;796
85;797
86;798
87;799
90;800
95;801
97;802
16;805
656;805
29;806
34;808
35;809
2120;809
36;810
40;811
44;812
48;813
72;816
2105;816
79;817
84;818
91;819
70;820
117;820
100;822
99;823
96;824
76;825
52;826
41;827
27;829
57;830
74;831
3408;831
74;832
647;832
1959;832
89;833
63;834
63;835
1661;835
49;837
10;838
14;839
23;840
80;841
102;842
105;843
103;844
3738;844
13675;844
104;845
4555;845
101;847
3996;847
4010;847
617;848
1591;848
7;849
617;849
8;850
3266;850
9;851
15;852
21;853
622;853
1587;853
41;854
55;855
63;856
74;857
81;858
119;858
88;859
4571;859
11690;859
88;860
4571;860
102;861
638;866
2120;873
13318;874
109;876
106;877
105;878
11673;878
105;879
105;880
101;881
3865;881
3996;881
4010;881
11946;881
101;882
101;883
3996;883
11815;883
11816;883
13808;883
104;884
104;885
4555;885
4606;885
104;886
3687;886
103;887
3738;887
12716;887
12717;887
13675;887
13808;887
13848;887
3738;888
103;889
111;890
12962;890
111;891
12962;891
13602;891
111;892
113;893
111;894
111;895
112;896
113;897
12962;897
112;898
112;899
113;899
1235;899
13596;899
13602;899
113;900
112;901
112;902
113;902
112;904
113;905
111;906
614;907
12962;909
614;911
3486;911
147;913
614;913
3486;913
11708;913
14183;913
614;916
13490;916
116;917
116;918
116;919
116;920
116;921
4314;921
116;922
538;922
4484;922
11659;922
539;924
787;924
1584;924
117;925
117;926
787;926
119;927
119;928
119;930
118;931
118;932
3429;932
118;933
118;934
118;935
118;936
3;937
1544;937
12684;937
121;938
121;939
121;940
121;941
120;942
120;943
1559;943
120;944
1559;944
120;945
120;946
121;947
485;955
1279;955
1226;957
2086;958
13483;962
13755;963
127;967
1285;967
1688;967
13224;973
13601;973
127;977
1285;977
3793;977
127;978
1285;978
3793;978
127;979
1285;979
127;980
1285;980
130;981
1286;981
1689;981
2135;981
130;982
1286;982
2135;982
130;983
130;984
1286;984
13908;984
130;985
1286;985
2135;985
132;986
1287;986
1690;986
132;987
1287;987
132;988
1287;988
1326;989
10358;989
132;990
1287;990
12645;990
13608;990
14082;990
133;991
601;991
1288;991
1691;991
3309;991
3597;991
12192;991
133;992
788;992
1288;992
3309;992
3597;992
133;994
1288;994
3309;994
3597;994
13318;994
133;995
134;996
1289;996
1692;996
3474;996
134;997
1289;997
3474;997
134;998
134;999
1164;999
1289;999
1632;999
134;1000
1632;1000
135;1001
1290;1001
1694;1001
135;1002
1290;1002
135;1003
1290;1003
135;1005
3313;1005
136;1006
3491;1006
136;1007
4046;1007
136;1008
136;1009
13570;1009
136;1010
715;1010
3491;1010
4046;1010
137;1011
771;1011
1291;1011
1695;1011
137;1014
1291;1014
138;1016
1292;1016
1696;1016
3547;1016
138;1017
1292;1017
138;1018
1292;1018
4241;1018
4852;1018
11581;1018
13225;1018
138;1019
1292;1019
3547;1019
4469;1019
138;1020
1292;1020
3495;1020
4469;1020
13982;1020
139;1021
1293;1021
1600;1021
1697;1021
3547;1021
13494;1021
139;1022
1293;1022
139;1023
12962;1025
13494;1025
14288;1025
140;1026
1294;1026
1698;1026
140;1027
1294;1027
140;1028
1294;1028
141;1031
544;1031
760;1031
1685;1031
13755;1031
141;1032
760;1032
141;1033
543;1033
760;1033
13755;1033
141;1034
543;1034
760;1034
142;1035
142;1036
142;1037
142;1038
142;1039
143;1040
1295;1040
3547;1040
143;1041
514;1041
1295;1041
3547;1041
12962;1041
143;1042
1295;1042
1328;1042
3547;1042
1328;1043
3547;1043
3600;1043
144;1045
144;1046
144;1047
144;1048
144;1049
145;1050
623;1050
1296;1050
1583;1050
145;1051
1296;1051
1583;1052
3849;1052
145;1053
623;1053
145;1054
1296;1054
146;1055
3488;1055
3489;1055
146;1056
3488;1056
3599;1056
146;1057
13351;1057
146;1058
3488;1058
146;1059
3488;1059
3808;1059
147;1060
3486;1060
3487;1060
147;1061
614;1061
3486;1061
12962;1061
147;1062
621;1062
4516;1062
147;1063
614;1063
728;1063
3486;1063
4516;1063
148;1064
539;1064
787;1064
1593;1064
1686;1064
3303;1064
540;1065
787;1065
13565;1065
148;1066
539;1066
787;1066
148;1067
787;1067
13565;1067
149;1068
1297;1068
1705;1068
14469;1068
149;1069
150;1069
1297;1069
149;1070
150;1070
1297;1070
1298;1070
149;1071
150;1071
150;1073
1298;1073
1721;1073
150;1074
1297;1074
1298;1074
1298;1075
150;1077
1298;1077
5748;1077
14469;1077
152;1078
3465;1078
152;1079
152;1080
152;1081
153;1082
605;1082
606;1082
1607;1082
3548;1082
153;1083
605;1083
606;1083
1607;1083
3548;1083
153;1084
606;1084
1607;1084
153;1085
605;1085
606;1085
1286;1086
13311;1086
155;1088
1286;1088
1299;1088
2027;1088
155;1091
1299;1091
1722;1091
2027;1091
11755;1091
13210;1091
155;1092
1299;1092
2027;1093
13210;1094
156;1095
1300;1095
1723;1095
156;1096
1300;1096
1609;1096
156;1097
1300;1097
156;1098
1300;1098
4299;1098
156;1099
157;1102
2143;1102
3264;1102
3375;1102
3553;1102
11893;1102
12535;1102
13502;1102
13650;1102
14288;1102
157;1103
2143;1103
3264;1103
3553;1103
11893;1103
12535;1103
13502;1103
13650;1103
14288;1103
157;1104
2143;1104
3264;1104
3553;1104
11893;1104
12535;1104
13502;1104
13650;1104
14288;1104
157;1105
2143;1105
3264;1105
3375;1105
3553;1105
11893;1105
12535;1105
13502;1105
13650;1105
14288;1105
157;1106
2143;1106
3264;1106
3375;1106
3553;1106
11893;1106
12535;1106
13502;1106
13650;1106
14288;1106
157;1107
3264;1107
3375;1107
12535;1107
13502;1107
14288;1107
158;1108
584;1108
4475;1108
158;1109
158;1110
158;1111
1996;1111
158;1112
491;1112
786;1112
3903;1112
11975;1112
159;1113
584;1113
4475;1113
159;1114
159;1115
486;1115
159;1116
160;1117
160;1118
160;1119
12962;1119
13491;1119
14288;1119
160;1120
581;1120
1996;1120
161;1121
161;1122
161;1123
846;1123
1996;1123
161;1124
161;1125
159;1126
11975;1126
160;1127
162;1128
166;1128
3547;1128
12582;1128
12685;1128
13808;1128
13846;1128
162;1129
3307;1129
3528;1129
3547;1129
4852;1129
13287;1129
12962;1130
162;1131
13287;1131
162;1133
3611;1133
162;1134
166;1134
3495;1134
3528;1134
4852;1134
13287;1134
163;1135
3533;1135
163;1136
163;1137
163;1138
3533;1138
163;1139
164;1140
1305;1140
2085;1140
164;1141
2085;1141
164;1142
1305;1142
164;1143
2085;1143
164;1144
1305;1144
165;1145
1312;1145
165;1147
1312;1147
165;1148
1279;1148
1312;1148
164;1149
165;1150
1312;1150
165;1151
107;1152
1273;1152
3661;1152
12408;1152
12716;1152
13808;1152
13848;1152
14439;1152
14447;1152
107;1153
1273;1153
3661;1153
107;1154
1273;1154
3661;1154
107;1155
1273;1155
3661;1155
107;1156
1273;1156
3661;1156
167;1157
684;1157
12716;1157
13808;1157
13850;1157
167;1158
512;1158
2088;1158
167;1159
625;1159
626;1159
2088;1159
2122;1159
167;1160
512;1160
626;1160
2088;1160
167;1161
512;1161
2088;1161
168;1162
12716;1162
13808;1162
13847;1162
14439;1162
14443;1162
14526;1162
168;1163
168;1164
3721;1164
168;1165
169;1166
12716;1166
13808;1166
13848;1166
14440;1166
14447;1166
169;1169
3672;1169
169;1170
170;1171
12716;1171
13808;1171
13847;1171
14439;1171
14447;1171
170;1172
170;1174
170;1176
171;1177
3826;1177
171;1178
171;1179
716;1179
171;1180
4029;1180
12512;1180
12716;1180
13808;1180
13850;1180
14439;1180
14447;1180
172;1182
172;1183
172;1184
530;1184
599;1184
1644;1184
3548;1184
13596;1184
172;1185
530;1185
1644;1185
3548;1185
172;1186
530;1186
1644;1186
3548;1186
172;1187
727;1187
3548;1187
106;1189
106;1191
717;1193
26;1194
17;1195
17;1196
77;1197
132;1198
1287;1198
12645;1198
13608;1198
14082;1198
708;1199
4265;1199
12289;1199
33;1200
2116;1200
9;1201
135;1202
140;1203
1294;1203
23;1204
476;1205
4226;1205
12432;1205
13118;1205
13426;1205
13427;1205
13484;1205
14288;1205
476;1206
4021;1206
4548;1206
11922;1206
12039;1206
12040;1206
12432;1206
13118;1206
13426;1206
13427;1206
13507;1206
13661;1206
13686;1206
14288;1206
476;1207
4021;1207
4548;1207
11922;1207
12039;1207
12040;1207
12432;1207
13118;1207
13426;1207
13427;1207
13661;1207
476;1208
4021;1208
4548;1208
11922;1208
12039;1208
12040;1208
12432;1208
13118;1208
13426;1208
13427;1208
13661;1208
476;1209
4021;1209
4226;1209
11922;1209
11963;1209
11987;1209
12039;1209
12040;1209
13484;1209
13661;1209
14288;1209
476;1210
4021;1210
11922;1210
12039;1210
12040;1210
12432;1210
13118;1210
13426;1210
13427;1210
13507;1210
13661;1210
14288;1210
63;1211
4;1212
3313;1213
32;1214
32;1215
4039;1215
12627;1215
96;1216
4;1217
480;1218
599;1218
480;1219
480;1220
480;1221
12611;1221
480;1222
12572;1222
480;1223
586;1223
670;1223
11913;1223
481;1224
481;1225
498;1225
14123;1225
481;1226
498;1226
1992;1226
481;1227
481;1228
481;1229
481;1230
482;1231
668;1231
3479;1231
12626;1231
13522;1231
482;1232
668;1232
1265;1232
12626;1232
13351;1232
13522;1232
482;1233
668;1233
3479;1233
482;1234
668;1234
482;1235
668;1235
3479;1235
668;1236
3479;1236
12611;1236
482;1237
668;1237
3479;1237
12626;1237
490;1245
1301;1245
1724;1245
3694;1245
4437;1245
12611;1245
490;1246
1301;1246
490;1248
1301;1248
484;1250
671;1250
484;1251
671;1251
484;1252
671;1252
484;1253
671;1253
3526;1253
484;1254
671;1254
484;1255
671;1255
1558;1255
484;1256
671;1256
485;1258
1279;1258
485;1259
2086;1259
3792;1259
485;1260
12902;1260
485;1262
1279;1262
486;1263
11975;1263
486;1264
486;1265
500;1265
1243;1265
486;1266
486;1267
3903;1267
486;1268
487;1269
599;1269
4470;1269
487;1270
2094;1270
4470;1270
487;1271
4470;1271
487;1272
4470;1272
487;1273
487;1274
487;1275
488;1276
729;1276
488;1277
729;1277
3510;1277
488;1279
488;1280
729;1280
488;1281
3510;1281
489;1283
489;1284
489;1285
489;1286
489;1288
489;1289
478;1290
799;1290
2151;1290
5119;1290
13286;1290
478;1291
1336;1291
2151;1291
13286;1291
478;1293
2151;1293
13286;1293
478;1294
479;1294
478;1295
2151;1295
12572;1295
13286;1295
13596;1295
479;1296
479;1297
479;1298
478;1299
479;1299
479;1300
595;1300
598;1300
491;1301
1687;1301
491;1302
11960;1302
491;1303
786;1303
491;1304
786;1304
4307;1306
492;1307
492;1308
492;1309
13706;1309
492;1310
4307;1310
492;1311
492;1312
493;1313
4308;1313
4905;1313
493;1314
4308;1314
13507;1314
493;1315
493;1316
4308;1316
493;1317
493;1318
2098;1318
4308;1318
493;1319
12069;1319
494;1320
494;1321
494;1322
494;1323
839;1323
494;1325
11857;1325
494;1326
631;1326
3324;1326
495;1327
1371;1327
12524;1327
13596;1327
1371;1328
3928;1328
1371;1329
13755;1329
495;1331
654;1331
1371;1331
5264;1331
495;1332
1371;1332
12611;1332
495;1333
1371;1333
12611;1333
501;1336
501;1337
1230;1338
501;1339
501;1340
13507;1340
13596;1340
501;1341
12962;1341
13507;1341
496;1342
496;1343
3018;1343
13706;1343
496;1344
496;1346
496;1347
496;1348
502;1349
4564;1349
502;1350
4564;1350
502;1351
502;1352
502;1353
502;1354
4564;1354
497;1355
35;1357
497;1357
13318;1357
497;1358
553;1358
13318;1358
497;1359
553;1359
497;1360
553;1360
13318;1360
503;1361
3276;1361
12229;1361
503;1362
503;1363
503;1366
1269;1366
1334;1366
12229;1366
13602;1366
503;1367
1269;1367
1334;1367
12229;1367
13596;1367
14124;1367
503;1368
1269;1369
1334;1369
3276;1369
12229;1369
497;1370
553;1370
497;1371
504;1372
504;1373
504;1374
498;1375
1276;1375
504;1376
783;1376
504;1377
504;1378
498;1379
1141;1379
1276;1379
505;1380
13287;1380
13291;1380
505;1381
1599;1381
3547;1381
4331;1381
13287;1381
13291;1381
498;1382
623;1382
1276;1382
162;1383
505;1383
3307;1383
3547;1383
4331;1383
11762;1383
12962;1383
13287;1383
13291;1383
498;1384
505;1385
1599;1385
3547;1385
3600;1385
3611;1385
498;1386
505;1388
505;1389
1599;1389
4541;1390
499;1391
1980;1391
499;1392
1980;1392
499;1393
1980;1393
499;1394
1980;1394
500;1395
500;1396
581;1396
500;1397
500;1398
500;1399
12962;1399
500;1400
14014;1400
513;1401
513;1402
12962;1402
513;1403
3603;1403
13287;1403
513;1404
513;1405
513;1406
1597;1406
1600;1406
3547;1406
13287;1406
513;1407
514;1409
514;1411
514;1412
3603;1412
13706;1412
514;1413
514;1414
13494;1414
514;1415
800;1415
3307;1415
3547;1415
514;1416
560;1416
3307;1416
3528;1416
3547;1416
13287;1416
13291;1416
514;1417
515;1418
515;1419
515;1420
515;1421
726;1421
3693;1421
506;1422
515;1423
515;1424
4429;1424
12962;1424
506;1425
2096;1425
515;1426
506;1428
506;1429
506;1430
1202;1430
506;1431
506;1432
507;1433
507;1434
507;1435
3014;1435
507;1436
3470;1436
507;1437
3014;1437
507;1438
516;1439
561;1439
516;1440
561;1440
4275;1440
4650;1440
10360;1440
13492;1440
14288;1440
516;1441
561;1441
796;1441
2008;1441
4275;1441
516;1442
561;1442
516;1443
4276;1443
4645;1443
4646;1443
4647;1443
4648;1443
10360;1443
516;1444
3608;1444
4276;1444
13507;1444
516;1445
2008;1445
3608;1445
517;1447
612;1447
517;1448
612;1448
517;1449
612;1449
14192;1449
14421;1449
517;1450
612;1450
517;1451
612;1451
517;1452
612;1452
4560;1452
517;1453
612;1453
802;1453
505;1454
4331;1454
13287;1454
13291;1454
501;1457
12902;1457
12962;1457
171;1458
3826;1458
13708;1458
170;1459
518;1460
518;1461
14089;1461
518;1462
14089;1462
14120;1462
518;1464
518;1465
13772;1465
14089;1465
518;1466
519;1467
519;1468
519;1469
519;1470
519;1471
520;1472
520;1473
523;1473
524;1473
525;1473
4505;1473
520;1474
524;1474
525;1474
1234;1474
520;1475
523;1475
524;1475
520;1476
524;1476
524;1477
520;1478
523;1478
521;1479
521;1480
521;1481
521;1482
521;1483
521;1484
522;1485
522;1486
522;1487
13224;1487
522;1489
14207;1489
522;1490
522;1491
522;1492
525;1493
4539;1493
14450;1493
14476;1493
525;1494
525;1497
524;1500
4505;1500
12962;1500
524;1501
526;1502
568;1502
526;1503
568;1503
526;1504
526;1505
568;1505
526;1506
568;1506
570;1506
508;1508
508;1510
4582;1511
508;1513
2089;1513
3523;1513
508;1514
512;1515
2088;1515
512;1516
512;1517
512;1518
626;1518
530;1519
1644;1519
3548;1519
13483;1519
530;1520
727;1520
3548;1520
530;1521
1644;1521
3548;1521
13318;1521
530;1522
727;1522
758;1522
1644;1522
773;1523
511;1524
1306;1524
511;1525
511;1526
511;1527
3685;1527
511;1528
3685;1528
511;1529
3685;1529
511;1530
1100;1530
510;1531
667;1531
510;1532
667;1532
4732;1532
510;1533
667;1533
12902;1533
510;1534
667;1534
510;1535
667;1535
12720;1535
510;1536
667;1536
510;1537
667;1537
4732;1537
13596;1537
531;1538
669;1538
1562;1538
3493;1538
531;1539
669;1539
531;1540
669;1540
3493;1540
531;1541
669;1541
1562;1541
11748;1541
531;1542
669;1542
3756;1542
4686;1542
669;1543
3493;1543
3756;1543
4686;1543
13787;1543
531;1544
669;1544
2089;1544
3756;1544
532;1545
532;1547
532;1551
4022;1551
533;1552
4042;1552
533;1553
533;1554
533;1555
533;1556
533;1557
533;1558
534;1559
534;1560
715;1561
534;1562
577;1565
715;1565
535;1566
535;1567
535;1568
535;1569
535;1570
2961;1570
3106;1570
3108;1570
535;1571
535;1572
2079;1572
536;1573
1272;1573
4299;1574
4299;1576
536;1577
1191;1577
1272;1577
4385;1577
12962;1577
13236;1578
536;1579
1272;1579
509;1580
509;1581
509;1582
509;1583
509;1584
1174;1584
509;1585
509;1586
1296;1587
11904;1587
537;1588
537;1589
4314;1589
537;1590
13596;1590
537;1591
537;1592
4314;1592
13596;1592
537;1593
537;1594
13602;1594
13755;1594
538;1596
1280;1596
4484;1596
11659;1596
538;1597
538;1598
538;1599
538;1600
538;1601
13565;1603
539;1604
539;1605
13126;1605
540;1606
540;1607
13565;1607
540;1608
540;1609
540;1610
13565;1610
540;1611
13070;1611
541;1612
541;1613
13318;1613
541;1614
541;1615
3823;1616
542;1618
4377;1618
95;1619
542;1619
4377;1619
542;1620
2007;1620
3026;1620
4377;1620
542;1621
542;1622
997;1622
2007;1622
3026;1622
4377;1622
542;1623
3026;1623
542;1624
3026;1624
4377;1624
543;1625
12962;1625
543;1628
543;1629
770;1629
543;1630
3694;1630
145;1632
544;1633
12962;1633
543;1635
544;1635
12962;1635
544;1637
544;1638
545;1639
1085;1639
545;1641
1085;1641
545;1642
1085;1642
545;1643
545;1644
545;1645
546;1646
546;1647
3595;1647
4785;1647
546;1648
546;1649
546;1650
546;1651
547;1652
1316;1652
547;1653
1316;1653
1335;1653
13318;1653
547;1654
1335;1654
547;1655
547;1656
547;1657
1335;1657
547;1658
548;1659
3377;1659
548;1660
3377;1660
14521;1660
548;1661
3377;1661
12962;1661
548;1662
548;1663
1066;1663
548;1664
3377;1664
548;1665
3377;1665
550;1666
1616;1666
550;1667
550;1668
550;1669
550;1670
587;1670
1616;1670
550;1671
587;1671
1616;1671
550;1672
551;1673
551;1674
551;1675
11747;1675
551;1677
551;1678
13497;1679
549;1680
549;1681
549;1682
549;1683
549;1684
549;1685
549;1686
552;1687
4045;1687
4598;1687
552;1688
4045;1688
4598;1688
552;1689
552;1690
552;1691
775;1691
552;1692
553;1693
553;1696
648;1697
554;1698
554;1699
554;1700
554;1701
554;1702
1314;1702
1567;1702
554;1703
554;1704
555;1705
555;1706
555;1707
555;1708
555;1709
555;1710
556;1711
556;1712
3643;1712
12962;1712
13507;1712
14288;1712
12807;1713
556;1714
556;1715
556;1717
3643;1717
556;1718
556;1719
557;1720
557;1721
3314;1721
557;1722
557;1723
557;1724
557;1725
558;1726
558;1728
558;1729
558;1730
613;1730
559;1731
559;1732
1579;1732
592;1733
559;1734
2076;1734
592;1735
592;1736
592;1737
592;1738
592;1739
592;1740
593;1741
13602;1742
13755;1743
559;1745
12117;1745
593;1746
559;1747
593;1748
1037;1748
13315;1748
593;1749
13208;1749
13315;1749
559;1750
559;1751
2076;1751
560;1752
560;1753
560;1754
3547;1754
4539;1754
13287;1754
13494;1754
560;1755
560;1756
3307;1756
3528;1756
3547;1756
13494;1756
13982;1756
560;1757
3618;1757
12962;1757
13494;1757
14288;1757
566;1758
12902;1758
566;1759
13755;1759
566;1760
2949;1760
566;1761
12902;1761
13755;1761
566;1763
13755;1763
566;1764
12902;1764
12962;1764
13602;1764
13755;1764
566;1765
4247;1765
12902;1765
657;1767
13492;1770
526;1771
568;1771
13706;1771
568;1772
570;1772
568;1773
570;1773
13706;1773
569;1774
569;1775
2141;1775
569;1776
569;1777
569;1778
2141;1778
570;1779
570;1780
570;1781
570;1782
3404;1782
4071;1782
571;1783
2100;1783
571;1784
571;1785
5747;1785
571;1786
571;1787
571;1788
572;1789
13525;1789
572;1790
572;1791
572;1793
1025;1793
1960;1793
572;1794
13525;1794
594;1795
594;1796
594;1797
594;1798
1533;1798
13286;1798
594;1799
594;1800
594;1801
598;1802
595;1804
595;1805
598;1805
595;1806
596;1807
596;1808
596;1809
1532;1809
13286;1809
596;1810
596;1811
2151;1811
13286;1811
13706;1811
596;1812
596;1813
598;1814
598;1815
5119;1815
598;1816
598;1817
2151;1817
13286;1817
597;1818
597;1819
13706;1819
597;1820
597;1821
597;1822
597;1823
597;1824
603;1825
1330;1825
603;1826
1330;1826
603;1827
603;1828
603;1829
603;1830
1330;1830
12357;1830
603;1831
1330;1831
600;1832
600;1833
1662;1833
2142;1833
13706;1833
600;1834
601;1834
2142;1834
600;1835
601;1835
2105;1835
3308;1835
3596;1835
600;1836
1662;1836
2142;1836
573;1837
3299;1837
573;1838
3299;1838
573;1839
3299;1839
573;1840
1027;1840
3299;1840
3975;1840
573;1841
573;1842
3299;1842
12651;1842
565;1843
2125;1843
13706;1843
565;1844
565;1845
565;1846
13565;1846
565;1847
2125;1847
565;1848
2125;1848
565;1849
564;1850
564;1851
1586;1851
564;1852
564;1853
564;1854
564;1855
561;1856
599;1856
561;1857
561;1858
2008;1858
4275;1858
13492;1858
14288;1858
563;1859
656;1859
563;1860
656;1860
14481;1860
563;1861
563;1862
1563;1862
563;1863
13706;1863
562;1864
563;1864
562;1866
1530;1866
562;1867
3691;1867
562;1868
1530;1868
3691;1868
562;1869
3691;1869
562;1870
562;1871
978;1871
602;1872
602;1873
13486;1873
602;1874
602;1875
12902;1875
602;1876
3312;1876
602;1877
749;1877
604;1878
604;1879
11810;1879
604;1880
604;1881
604;1882
11810;1882
604;1883
604;1884
590;1885
590;1886
501;1887
590;1887
590;1888
590;1889
590;1890
13493;1890
590;1891
13755;1892
12962;1894
13602;1894
11708;1895
13170;1895
14183;1895
14220;1896
575;1899
1271;1899
2138;1899
3497;1899
575;1900
1271;1900
2138;1900
3497;1900
12042;1900
575;1901
3497;1901
575;1902
1271;1902
2138;1902
3497;1902
575;1903
575;1904
575;1905
1271;1905
2138;1905
3497;1905
576;1906
717;1906
576;1907
717;1907
12571;1907
14194;1907
14416;1907
576;1909
12571;1909
14194;1909
14416;1909
576;1910
12571;1910
14194;1910
14416;1910
576;1911
576;1912
578;1913
578;1914
578;1915
578;1916
578;1917
578;1918
578;1919
578;1920
579;1921
579;1922
579;1923
579;1925
4309;1925
13049;1925
579;1926
580;1926
4309;1926
13049;1926
580;1927
580;1928
580;1929
4309;1929
13049;1929
13497;1929
580;1930
3493;1930
4309;1930
13049;1930
580;1931
579;1932
580;1932
4309;1932
13049;1932
583;1933
583;1934
13318;1934
583;1935
583;1936
13706;1936
13773;1936
583;1937
583;1938
1684;1938
2039;1938
584;1939
4475;1939
584;1940
786;1940
12962;1940
584;1941
584;1942
588;1943
588;1944
588;1945
588;1946
588;1947
12902;1947
588;1948
588;1949
12611;1949
12902;1949
585;1950
585;1951
585;1952
585;1953
585;1955
3002;1955
13716;1955
586;1956
670;1956
586;1957
670;1957
8497;1957
586;1958
670;1958
11913;1958
586;1959
670;1959
586;1960
670;1960
11913;1960
586;1962
670;1962
605;1963
605;1964
606;1966
606;1967
607;1968
607;1969
609;1969
646;1969
607;1970
1639;1971
1639;1972
3548;1972
607;1973
40;1974
577;1974
577;1975
577;1977
3491;1977
534;1978
577;1978
715;1978
4351;1978
577;1979
3491;1979
577;1981
13501;1981
607;1982
609;1982
646;1982
609;1983
646;1983
609;1984
646;1984
609;1985
646;1985
609;1987
646;1987
608;1988
609;1988
646;1988
587;1989
1616;1989
587;1990
777;1990
11768;1990
587;1991
11768;1991
587;1992
653;1992
1616;1992
4051;1992
4601;1992
587;1994
608;1995
608;1996
608;1997
12572;1997
608;1998
608;1999
608;2000
601;2001
3308;2001
3596;2001
601;2002
2142;2002
601;2003
601;2004
2142;2004
3308;2004
3596;2004
610;2006
610;2007
4351;2007
610;2008
867;2008
610;2009
14186;2009
14414;2009
610;2010
610;2011
610;2012
611;2013
611;2014
803;2014
611;2015
3601;2015
611;2016
3601;2016
611;2017
3601;2017
611;2018
